track_name,artists,album_name,track_genre,valence,energy,emotion_id
La Forma Más Pura,Mark Dekoda,La Forma Más Pura,minimal-techno,0.547,0.937,3
Resynthesis 3D (Binaural Version - Headphones Only),Max Cooper,3D Reworks 001,minimal-techno,0.662,0.612,3
Flash - Marco Faraone Remix,Sam Paganini;Zøe;Marco Faraone,"Light + Shadow Remixes, Vol. 1",minimal-techno,0.197,0.881,0
No Home,Sascha Braemer,No Home (Album Version),minimal-techno,0.306,0.563,0
Gypsy Fire,Dj Kape;Vivi,Gypsy Fire,minimal-techno,0.418,0.698,0
Monte Rosa,Fritz Kalkbrenner,Sick Travellin',minimal-techno,0.395,0.507,0
Shaker,Davide Dalli Cardillo;Alessandro Grops,Ultimate Beats PANAM,minimal-techno,0.264,0.528,0
Go Loco - Original Mix,Sascha Braemer,Sascha Braemer EP,minimal-techno,0.327,0.497,4
Pianista - Original Club Mix,Mihalis Safras;Siwell,Out Of The Box,minimal-techno,0.55,0.931,3
Third Eye,Ilario Alicante,Figures & Echoes,minimal-techno,0.225,0.859,0
Global Player,Paul Kalkbrenner;Florian Appl,Global Player (Original Motion Picture Soundtrack),minimal-techno,0.57,0.397,6
Little Treasure (Contour 3),Booka Shade,Contour EP,minimal-techno,0.293,0.85,0
EASY PREY,Moderat,MORE D4TA,minimal-techno,0.343,0.735,0
Tief,Paul Kalkbrenner,Zeit,minimal-techno,0.234,0.431,4
Naif,Recondite,Taum,minimal-techno,0.902,0.678,3
Brian's Proper Dun One,Alan Fitzpatrick,Brian's Proper Dun One,minimal-techno,0.0439,0.965,0
Gaia,Mario Ochoa,Gaia,minimal-techno,0.209,0.879,0
Body Language,M.A.N.D.Y.;Booka Shade,Defected In The House Miami 2017,minimal-techno,0.83,0.671,3
Reverse,Julian Jeweil,Boreal,minimal-techno,0.236,0.955,0
Antigone (Yotto Remix),Joris Voorn;Yotto,Antigone (Yotto Remix),minimal-techno,0.131,0.827,0
Deceive,trentemøller;Sune Rose Wagner,Lost,minimal-techno,0.191,0.679,0
Muyè - Black Coffee Remix,Rampa;&ME;Adam Port;Black Coffee,Muyè (Black Coffee Remix),minimal-techno,0.0683,0.666,0
Changed for the Better,Weval,Changed for the Better,minimal-techno,0.396,0.428,4
Conjure Sex,Maceo Plex,Conjure Two,minimal-techno,0.073,0.586,0
Black Rose,Solomun,Members of the Trick,minimal-techno,0.495,0.683,0
Blurred - Bonobo Remix,Kiasmos;Bonobo,Blurred,minimal-techno,0.305,0.629,0
Visitor,Matador;ARTBAT,Apollo 11,minimal-techno,0.227,0.663,0
Marimba,German Brigante,Marimba,minimal-techno,0.235,0.598,0
District Seven (Broken Mix),Joris Voorn,Four,minimal-techno,0.222,0.486,4
Talis,Peter Van Hoesen;Donato Dozzy,Talis / Into The Red,minimal-techno,0.777,0.829,3
Ketuvim - Ae:ther Remix,Argy;Ae:ther,Ketuvim (Ae:ther Remix),minimal-techno,0.54,0.741,3
Love Somebody Else,Maceo Plex;Jon Dasilva;Joi Cardwell,Love Somebody Else / Future Musik,minimal-techno,0.299,0.758,0
The Most,Weval,Half Age EP,minimal-techno,0.181,0.731,0
Mars 500,Chloé (Thévenin),Mars 500,minimal-techno,0.0883,0.676,0
Marionette - Stephan Bodzin Remix,Mathew Jonson;Stephan Bodzin,Marionette (Stephan Bodzin Remix),minimal-techno,0.245,0.796,0
8000,Extrawelt,Extra Welt Hits,minimal-techno,0.0698,0.92,0
Fräulein Smilla,Ann Clue,Fallin,minimal-techno,0.311,0.385,4
A Golden Rush,DAVID AUGUST;Nelia Kit,The Spell / A Golden Rush,minimal-techno,0.0663,0.543,0
Symbiosis,Enrico Sangiuliano,Biomorph,minimal-techno,0.154,0.874,0
Bali,Marek Hemmann,Four,minimal-techno,0.225,0.855,0
Epoque,Joris Delacroix,Night Visions,minimal-techno,0.0366,0.722,0
Membrane,Skober,"A-Sides Vol. 2, Pt. 1",minimal-techno,0.111,0.863,0
Gravy Train - Nicolas Jaar Remix,Maceo Plex,Hôtel Costes 15,minimal-techno,0.528,0.347,6
Salzburg,Worakls,Hungry 5 (The Best of 5 Years),minimal-techno,0.404,0.346,4
Bright Lights,Kolombo;Miguel Campbell,Bright Lights,minimal-techno,0.523,0.68,3
Paniklevel,Boris Brejcha,Feuerfalter Special Edition,minimal-techno,0.483,0.533,0
Himno,Matador,Las Canciones de los Mundiales,minimal-techno,0.934,0.726,3
Light Comes Up,C-Ro;Don Bnnr;Lazy Panda,Light Comes Up,minimal-techno,0.0988,0.799,0
Running,Moderat,Running,minimal-techno,0.741,0.518,3
Eterna,Slam,Eterna / Ibo,minimal-techno,0.0789,0.897,0
Summer Feeling - Short Edit,Sven & Olav,Summer Feeling,minimal-techno,0.653,0.879,3
Confide (Contour 1),Booka Shade,Contour EP,minimal-techno,0.0395,0.764,0
Future,Boris Brejcha,Space Diver,minimal-techno,0.12,0.771,0
A Night Like This - Richie Hawtin's A Dub Like That Remix,Steve Bug;Richie Hawtin,A Night Like This Remixes,minimal-techno,0.414,0.442,4
Corrosion (Contour 2),Booka Shade,Contour EP,minimal-techno,0.334,0.77,0
Confide (Contour 1) - Booka Shade Rework,Booka Shade,Contour EP,minimal-techno,0.0411,0.591,0
Sirens,Marco Carola,Bloody Cash,minimal-techno,0.135,0.884,0
Samstags kurz ausgehn,Berlin Minimal,"Berlin Minimal Underground, Vol. 59",minimal-techno,0.17,0.72,0
Instinct,Mark Dekoda;Sound & Temper,Between Reality and Darkness,minimal-techno,0.228,0.865,0
Surf Slide Minimal - Club Edit,Berlin Minimal,"Nature Minimal Tech House, Vol. 3",minimal-techno,0.15,0.874,0
Sauerkraut,Crazy Krauts,"Berlin Minimal Underground, Vol. 65",minimal-techno,0.0325,0.668,0
Per Aspera ad Astra,Paul Kalkbrenner,Global Player (Original Motion Picture Soundtrack),minimal-techno,0.951,0.472,6
Tiergarten (Zoo) - Club Edit,Berlin Minimal,"Berlin Minimal Underground, Vol. 65",minimal-techno,0.214,0.861,0
Her Ups and Downs,Matias Aguayo,FFR Compilation #1,minimal-techno,0.923,0.747,3
I'm Solo,Claude VonStroke;Barry Drift,I’m Solo,minimal-techno,0.439,0.682,0
Together,Tale Of Us,Unity,minimal-techno,0.322,0.815,0
Golden (Fideles Remix),Fritz Kalkbrenner;Fideles,Golden (Fideles Remix),minimal-techno,0.192,0.461,4
Second Sun,Nils Hoffmann;Ben Böhmer,Second Sun,minimal-techno,0.181,0.409,4
Aquiver - Original Mix,Stereo Express,Aquiver,minimal-techno,0.0392,0.904,0
Intro,Weval,Weval,minimal-techno,0.246,0.334,4
1825,NTO,1825,minimal-techno,0.252,0.453,4
Grey,Kölsch,Speicher 93,minimal-techno,0.209,0.582,0
Wadim (Pantha du Prince Remix),Solomun;Pantha Du Prince,"Nobody Is Not Loved, Remixes, Pt. 6",minimal-techno,0.185,0.487,4
No Silence,Mollono.Bass;KUOKO,"Woods, Tales & Friends (Part One)",minimal-techno,0.477,0.635,0
Petite,NTO,Petite,minimal-techno,0.379,0.598,0
So Weit Wie Noch Nie,Jürgen Paape,Hôtel Costes 15,minimal-techno,0.293,0.684,0
Never Stay For Love,Weval;Eefje de Visser,Never Stay For Love,minimal-techno,0.677,0.586,3
Shiver - 8Kays Remix,Sasha Carassi;Davide Famularo;8Kays,Babilonia,minimal-techno,0.109,0.752,0
The Third Degree - Aera Remix,Argy;Aera,The Interior Journey Remixes - Part 1,minimal-techno,0.165,0.926,0
When the Lights Are Out,Maceo Plex,When the Lights Are Out,minimal-techno,0.293,0.861,0
High Priest feat. And.ID - Whitesquare Remix,Argy;AND.ID;Whitesquare,The Interior Journey Remixes - Part 1,minimal-techno,0.261,0.87,0
Astronautin,Stephan Bodzin,Boavista,minimal-techno,0.103,0.732,0
Half Age,Weval,Half Age EP,minimal-techno,0.152,0.632,0
Hommage,DAVID AUGUST;Wanja,Times,minimal-techno,0.258,0.332,4
Lockjaw,Magda,Stop,minimal-techno,0.556,0.46,6
Zulu,Stephan Bodzin,Powers of Ten,minimal-techno,0.076,0.612,0
Heaven - Simon Doty Remix,Oliver Schories;Fredrik Ferrier;Simon Doty,Heaven (Simon Doty Remix),minimal-techno,0.125,0.911,0
On His Way,Boris Brejcha,Violet Pill,minimal-techno,0.393,0.754,0
By the Brook,Worakls,Orchestra,minimal-techno,0.125,0.413,4
The Book Is On The Table,Claude VonStroke;Bruno Furlan,Dirtybird Campout East Coast Compilation,minimal-techno,0.894,0.465,6
Ringo,Joris Voorn,Nobody Knows,minimal-techno,0.498,0.628,0
Eye I Eye - Original Mix,Claude VonStroke,CaliFuture,minimal-techno,0.53,0.658,3
Take Me Into Your Skin,trentemøller,The Last Resort,minimal-techno,0.0784,0.418,4
Instance Of Time,Mark Dekoda,Instance Of Time,minimal-techno,0.0786,0.684,0
First Contact,AKA AKA;Thalstroem,Connected,minimal-techno,0.288,0.648,0
Be F.L.A.M.E.,Boris Brejcha,Feuerfalter Special Edition,minimal-techno,0.455,0.67,0
Dont Go Away - Zombie Disco Squad Remix,Kolombo;Loulou Players,Dont Go Away EP,minimal-techno,0.639,0.564,3
Astronautin - Hernan Cattaneo & Soundexile Remix,Stephan Bodzin;Hernan Cattaneo;Soundexile,Astronautin (Hernan Cattaneo & Soundexile Remix),minimal-techno,0.146,0.742,0
Little Treasure (Contour 3),Booka Shade,Little Treasure (Contour 3),minimal-techno,0.293,0.85,0
Eiswinter,Kölsch,1977,minimal-techno,0.464,0.753,0
Game Over,Boris Brejcha,Space Diver,minimal-techno,0.235,0.633,0
At What Cost,Alec Troniq,Ipoly Mate 003,minimal-techno,0.338,0.448,4
Gravy Train - Nicolas Jaar Remix,Maceo Plex,Hôtel Costes 15,minimal-techno,0.528,0.347,6
Goodbye Everybody,Moodymann,Taken Away,minimal-techno,0.397,0.621,0
Fünffleck-Widderchen,Dominik Eulberg,Mannigfaltig,minimal-techno,0.251,0.643,0
Ultra Like,Raumakustik,"Best of Kittball, Vol. 6",minimal-techno,0.43,0.96,0
Driving Blind,Chris & Cosey,Songs of Love & Lust,minimal-techno,0.252,0.749,0
Addio Addio - Original,Kollektiv Turmstrasse,Rebellion Der Träumer,minimal-techno,0.136,0.464,4
Let Jah Love Come,Rhythm & Sound,See Mi Yah,minimal-techno,0.437,0.265,4
Elfenbein-Flechtenbärchen,Dominik Eulberg,Mannigfaltig,minimal-techno,0.263,0.506,0
Panther - Format:B Remix,Raumakustik;Format:B,Paradiso Musicale 2,minimal-techno,0.786,0.934,3
Broke - Extended Mix,Raumakustik,"Variety Music Pres. Ten, Vol. 48",minimal-techno,0.413,0.873,0
Arms of Mine,Fritz Kalkbrenner,Here Today Gone Tomorrow,minimal-techno,0.0749,0.367,4
Techno Monkey,Simina Grigoriu,Kuukou Pres. Best Of Simina Grigoriu,minimal-techno,0.371,0.486,4
Lys (feat. Menke),Christian Löffler;Menke,Lys,minimal-techno,0.177,0.351,4
Real Love,Dale Howard,Real Love,minimal-techno,0.681,0.854,3
Fixi,Joachim Pastor,Fixi,minimal-techno,0.283,0.668,0
Collider,Stephan Bodzin,Boavista,minimal-techno,0.335,0.626,0
Growl,Solee,Growl,minimal-techno,0.257,0.641,0
Dirty Lagoon,Adam Beyer,Dirty Lagoon,minimal-techno,0.545,0.99,3
Bush,Matador,Bush,minimal-techno,0.0352,0.883,0
Participants,Gabriel Ananda,Participants,minimal-techno,0.169,0.653,0
No Goodbye - Extended Version,Paul Kalkbrenner,No Goodbye,minimal-techno,0.22,0.543,0
Cameo,Guy Gerber,Cameo,minimal-techno,0.623,0.824,3
Wait A Minute - Dixon Extension,Radio Slave;NEZ;Dixon,Wait A Minute (Dixon Extension),minimal-techno,0.21,0.646,0
Strange Dreamz,Wehbba,Dynamo,minimal-techno,0.526,0.81,3
Drift,Jan Blomqvist;Aparde,Remote Control,minimal-techno,0.205,0.421,4
Grey - Mixed,Kölsch,Defected In The House Radio Show Episode 031 (hosted by Sam Divine) [Mixed],minimal-techno,0.133,0.771,0
Another Side,Fluxion,Ripple Effect,minimal-techno,0.339,0.318,4
Dark Market - Original Mix,UMEK,Dark Market,minimal-techno,0.0361,0.964,0
Too Little Too Late (feat. Underworld),Joris Voorn;Underworld,Four,minimal-techno,0.363,0.726,0
Perfect in a Way - Ben Böhmer Remix Edit,Booka Shade;Kaktus Einarsson;Ben Böhmer,Perfect in a Way (Remixes),minimal-techno,0.22,0.714,0
Rose - Solomun Remix,Stephan Bodzin;Solomun,Boavista Remixes,minimal-techno,0.38,0.725,0
Nightlife,Kolombo,Nightlife,minimal-techno,0.692,0.759,3
Werewolf Disco Club,I Hate Models,Werewolf Disco Club,minimal-techno,0.214,0.923,0
Elephant Shunned,Jan Blomqvist,Disconnected,minimal-techno,0.373,0.624,0
The Six Degrees Theory,Jan Blomqvist;Kid Simius,Disconnected,minimal-techno,0.132,0.412,4
Rattle,Joel Fletcher,Rattle,minimal-techno,0.0639,0.8,0
Freefall,Pig&Dan;Malcolm Duncan,The Sound of Café del Mar,minimal-techno,0.0956,0.535,0
In The Garden,trentemøller;Lina Tullgren,Obverse,minimal-techno,0.415,0.606,0
18th Hour - Milos Ilic & Oliver Petkovski Remix,André Sobota;Milos Ilic;Oliver Petkovski,Oscillate / 18th Hour [The Remixes],minimal-techno,0.396,0.827,0
Feel the Beat,Damon Paul,Feel the Beat,minimal-techno,0.314,0.924,0
In The Morning - Helsloot Remix,Fritz Kalkbrenner;Helsloot,In The Morning (Helsloot Remix),minimal-techno,0.146,0.56,0
True - Junge Junge Radio Edit,AKA AKA;Thalstroem;Chasing Kurt;Junge Junge,True Remixes,minimal-techno,0.467,0.638,0
Range,Rhythm & Sound,Rhythm & Sound,minimal-techno,0.23,0.31,4
Technotifiziert,Tim Wittig,Darkness Album,minimal-techno,0.0385,0.589,0
Feed My Hunger (No Shade),Catz 'n Dogz;myst milano.,Feed My Hunger (No Shade),minimal-techno,0.856,0.926,3
Pom Pom,Matthew Dear,Asa Breed,minimal-techno,0.866,0.576,3
Obscurus Sanctus - Original Mix,Cari Lekebusch,Repetae Multi Vol.1,minimal-techno,0.065,0.694,0
Tractor - Club Edit,Talhain,"Berlin Minimal Underground, Vol. 65",minimal-techno,0.179,0.861,0
Just Feels Far - Club Edit,Helmut Wintermantel,Berlin Nature Electronic,minimal-techno,0.585,0.897,3
Freak On,Marco Carola,Play It Loud!,minimal-techno,0.227,0.592,0
Unterton,Paul Kalkbrenner,Zeit,minimal-techno,0.592,0.773,3
Lock Me High - Helmut Wintermantel Mix,DI MI DO,Berlin Nature Electronic,minimal-techno,0.0642,0.931,0
Lost in the Silverbox,Hardfloor,TB Resucitation,minimal-techno,0.332,0.956,0
Underlying - Madben Remix,Traumer;Madben,ADN RETROSPECTIVE (Part.1),minimal-techno,0.25,0.669,0
Witch Dance - Club Edit,Minimal Vanessa,Berlin Nature Electronic,minimal-techno,0.194,0.882,0
DRUM GLOW,Moderat,MORE D4TA,minimal-techno,0.412,0.906,0
Just Feels Far - Club Edit,Helmut Wintermantel,"Nature Minimal Tech House, Vol. 3",minimal-techno,0.585,0.897,3
"2,20 Minutes Foot Walk - Club In Motion Mix",Tak Dec,Berlin Nature Electronic,minimal-techno,0.059,0.744,0
Surf Slide Minimal - Club Edit,Berlin Minimal,Berlin Nature Electronic,minimal-techno,0.15,0.874,0
Melodische Schieflage - Techno Minimal Bomb Mix,Lieblingsplattendreher,Berlin Nature Electronic,minimal-techno,0.382,0.919,0
Melodische Schieflage - Techno Minimal Bomb Mix,Lieblingsplattendreher,"Nature Minimal Tech House, Vol. 3",minimal-techno,0.382,0.919,0
Say Something Do Nothing - New Master Cut Mix,Albers Kuhnhart,"Berlin Minimal Underground, Vol. 58",minimal-techno,0.295,0.814,0
Raindrops feat. Kemelion,Butch;Kemelion,Raindrops feat. Kemelion,minimal-techno,0.564,0.788,3
Countach - Kölsch Remix,Butch;Kölsch,Countach,minimal-techno,0.123,0.661,0
CARONTE,Apparat,LP5,minimal-techno,0.415,0.362,4
Waste Tomorrow,Rodriguez Jr.;Liset Alea;RJLA,Baobab,minimal-techno,0.0948,0.402,4
Mistral - Stephan Bodzin Remix,Rodriguez Jr.,Mistral (Remixes),minimal-techno,0.34,0.529,0
Ry - Edit,Christian Löffler,Ry,minimal-techno,0.267,0.612,0
North Star,Tale Of Us,North Star / Silent Space,minimal-techno,0.221,0.718,0
Serenity,Popof,Serenity,minimal-techno,0.0611,0.874,0
Connect One,Jan Blomqvist,Disconnected,minimal-techno,0.267,0.519,0
Lightning Over Heaven,Amelie Lens;Anyma,Lightning Over Heaven,minimal-techno,0.0311,0.75,0
The Hound,NTO,The Hound,minimal-techno,0.179,0.465,4
The Sea Inside,Mano Le Tough,Changing Days,minimal-techno,0.106,0.662,0
Sorry I Am Late - Summer 2016 Version,Kollektiv Turmstrasse,Sorry I Am Late (Summer 2016 Version),minimal-techno,0.405,0.431,4
Cliff - Einmusik Remix,Oliver Schories;Einmusik,Cliff (Einmusik Remix),minimal-techno,0.146,0.842,0
Dark Matter,Dubfire,Dark Matter / Dust & Gas,minimal-techno,0.124,0.607,0
Copal,Oliver Koletzki,Made of Wood,minimal-techno,0.0739,0.646,0
U Said U,Alan Fitzpatrick,U Said U,minimal-techno,0.311,0.651,0
Cloud Rider,Paul Kalkbrenner,7,minimal-techno,0.226,0.376,4
High On Beat - Sofi Tukker Remix,Jan Blomqvist;Bloom Twins;Sofi Tukker,High On Beat (Sofi Tukker Remix),minimal-techno,0.198,0.865,0
Pegasus,Boris Brejcha,Matrix EP,minimal-techno,0.158,0.525,0
Perfect in a Way - Casper Cole Remix,Booka Shade;Kaktus Einarsson;Casper Cole,Perfect in a Way,minimal-techno,0.183,0.723,0
My Love,Boris Brejcha,Mein Wahres Ich,minimal-techno,0.368,0.767,0
Hear Your Love (Mix Cut),Moonbootica,Armada Invites (In The Mix): Mason,minimal-techno,0.205,0.857,0
A Bridge Over Novocaine,Jan Blomqvist,Disconnected,minimal-techno,0.375,0.578,0
Prism,Ben Klock;Fadi Mohem,Klockworks 34,minimal-techno,0.112,0.761,0
Burn In Hell,Pappenheimer;Toxic D.N.A,Burn In Hell,minimal-techno,0.109,0.842,0
Flutech (feat. Ivan Ooze),Joel Fletcher;Ivan Ooze,Flutech (feat. Ivan Ooze),minimal-techno,0.842,0.854,3
Frequenzfett,Boris Brejcha,Feuerfalter Special Edition,minimal-techno,0.458,0.741,0
Dusty,Sam Paganini,Satellite,minimal-techno,0.186,0.783,0
Learning To Love,Alan Fitzpatrick,Learning To Love,minimal-techno,0.835,0.488,6
Two Steps from Heaven,I Hate Models,Disco Inferno 01,minimal-techno,0.318,0.924,0
Prospecitive Journeys,Joseph Capriati;Flavio Folco,Prospecitive Journeys,minimal-techno,0.884,0.566,3
On The Mend,Ada,Meine zarten Pfoten,minimal-techno,0.227,0.738,0
Take A Ride,Boris Brejcha;Ginger,Never Stop Dancing,minimal-techno,0.224,0.534,0
Blurred - Mixed,Kiasmos,Bloomingdale 2020 - Mixed by The Palindromes & Dave Winnel (DJ Mix),minimal-techno,0.104,0.515,0
Don't Worry - Original,Anthony Rother,Super Space Model,minimal-techno,0.888,0.336,6
Card House,Chris Liebing;Miles Cooper Seaton;Ralf Hildenbeutel,Burn Slow,minimal-techno,0.108,0.403,4
Gazebo,Fairmont,Tsugi Club,minimal-techno,0.505,0.7,3
Free for All - Soundstream Remix,Rhythm & Sound;Paul St. Hilaire,See Mi Yah Remixes,minimal-techno,0.941,0.803,3
Shine - Original Mix,Moonbootica,Shine,minimal-techno,0.331,0.825,0
Amnesia Ibiza Underground 10 DJ Mix,Loco Dice,Amnesia Ibiza - Underground 10,minimal-techno,0.189,0.728,0
Far Away,Paul Kalkbrenner,Superimpose,minimal-techno,0.423,0.419,4
Mono Play,Paul Kalkbrenner,Superimpose,minimal-techno,0.211,0.415,4
Lightning Storm,Rhythm & Sound,See Mi Yah,minimal-techno,0.527,0.247,6
Witch Dance - Club Edit,Minimal Vanessa,"Nature Minimal Tech House, Vol. 3",minimal-techno,0.194,0.882,0
Game Over,Paul Kalkbrenner;Florian Appl,Global Player (Original Motion Picture Soundtrack),minimal-techno,0.534,0.669,3
Lock Me High - Helmut Wintermantel Mix,DI MI DO,"Nature Minimal Tech House, Vol. 3",minimal-techno,0.0642,0.931,0
Walking on Moonlight - Short Cut,Berlin Minimal,"Berlin Minimal Underground, Vol. 61",minimal-techno,0.193,0.679,0
"2,20 Minutes Foot Walk - Club In Motion Mix",Tak Dec,"Nature Minimal Tech House, Vol. 3",minimal-techno,0.059,0.744,0
Groove Catcher,Marco Carola,Play It Loud!,minimal-techno,0.686,0.713,3
Lazer Beams,Green Velvet;Harvard Bass,Lazer Beams,minimal-techno,0.12,0.899,0
Naif,Recondite,Naif,minimal-techno,0.902,0.678,3
VSOD - Velvet Sky of Dreams,Tiga;Hudson Mohawke,VSOD (Velvet Sky of Dreams),minimal-techno,0.295,0.51,0
Monument - Stephan Bodzin Remix,Tale Of Us;Vaal;Stephan Bodzin,Monument Remixes,minimal-techno,0.0352,0.673,0
Jardin,Agoria;Jacques,Visit,minimal-techno,0.408,0.661,0
HAL,Kölsch;Tiga,HAL,minimal-techno,0.0326,0.927,0
Astro,Layton Giordani,Hyper World,minimal-techno,0.272,0.935,0
Forever Ravers,ANNA;Miss Kittin,Speicher 112,minimal-techno,0.112,0.863,0
Boavista,Stephan Bodzin,Boavista,minimal-techno,0.131,0.639,0
Eternity,Matador;braev,Eternity,minimal-techno,0.24,0.632,0
Nu World,Maceo Plex,Nu World,minimal-techno,0.394,0.774,0
Open Book - Original Mix,Spartaque;Bruce Zalcer,Open Book,minimal-techno,0.038,0.856,0
No Road Without a Turn,Mano Le Tough,At the Moment,minimal-techno,0.646,0.409,6
Consciousness,Pig&Dan;Victor Ruiz,Consciousness,minimal-techno,0.129,0.932,0
What Is Real - Deep in the Playa Mix,Rodriguez Jr.;Liset Alea,Blisss Remixes Pt. 1,minimal-techno,0.229,0.667,0
Moment to Change,Mano Le Tough,At the Moment,minimal-techno,0.538,0.736,3
Nikki,Worakls,Orchestra,minimal-techno,0.145,0.652,0
Faith in Strangers,Andy Stott,Faith in Strangers,minimal-techno,0.164,0.692,0
Bocat,Guy Gerber;Albertina,Bocat,minimal-techno,0.714,0.581,3
Ye,Mihalis Safras,Ye,minimal-techno,0.837,0.965,3
What To Do - (Mixed),Guy Gerber,Global Underground: Adapt #2 (Mixed),minimal-techno,0.657,0.586,3
The Oracle,Mollono.Bass,"Woods, Tales & Friends",minimal-techno,0.532,0.55,3
Video Siren,Gary Beck,Rascal EP,minimal-techno,0.473,0.744,0
Movin' On,Nicole Moudaber,Believe,minimal-techno,0.21,0.641,0
Boy Boy Boy - MK Remix,andhim;MK,Boy Boy Boy,minimal-techno,0.309,0.836,0
Full Moon - Original Mix,Miguel Bastida,Full Moon,minimal-techno,0.626,0.736,3
A - Live at Malmö Live 2019,Sebastian Mullaert;Laurence Guy;Subchamber Ensmble;Circle Of Live,Live at Malmö Live 2019,minimal-techno,0.468,0.669,0
In My House - Original Mix,Format:B;DJ PP,In My House,minimal-techno,0.324,0.938,0
Here We Go Again Mamazita,Mollono.Bass;Ava Asante,Von Wustrow nach Paris,minimal-techno,0.811,0.415,6
That Would Be the Sun,Adam Beyer,Stone Flower,minimal-techno,0.264,0.921,0
Bomb,Avrosse,Bomb,minimal-techno,0.072,0.678,0
Sleepygirl 8,Yagya,Sleepygirls,minimal-techno,0.23,0.445,4
Feel It,Marco Carola,Apnea,minimal-techno,0.642,0.757,3
Afrika,John Talabot,My Old School,minimal-techno,0.0895,0.583,0
Whispering Of Knives﻿,Sebastian Mullaert,Armada Electronic Elements - ADE 2022,minimal-techno,0.0986,0.307,4
Brumaire,Fritz Kalkbrenner,Sick Travellin',minimal-techno,0.0985,0.811,0
Turn A Light On,Mollono.Bass;Ava Asante,Birds Flying High,minimal-techno,0.94,0.555,3
Twelve Miles High,burger/ink,[las vegas],minimal-techno,0.115,0.85,0
Don - Radio Edit,Mihalis Safras;ADM,Don EP,minimal-techno,0.731,0.888,3
Cold Song 2013 - DJ Hell Remix,DJ Hell;Klaus Nomi,Cold Song 2013,minimal-techno,0.0398,0.806,0
Cerulean,Fritz Kalkbrenner,Grand Départ,minimal-techno,0.347,0.682,0
Raider - Mixed,Raumakustik,The Masquerade (Mixed by Claptone) [Mixed],minimal-techno,0.439,0.974,0
City Sphere,Laurent Garnier,Unreasonable Behaviour,minimal-techno,0.194,0.648,0
The Winter Hymn,Pantha Du Prince;Queens,The Triad,minimal-techno,0.401,0.575,0
Brooklyn Hangover,Nicole Moudaber,Pure Intec 2 Mixed by Carl Cox & Jon Rundell,minimal-techno,0.0879,0.835,0
La La Land - Walker & Royce Remix,Green Velvet;Walker & Royce,La La Land 2017 Unreleased Remixes,minimal-techno,0.749,0.951,3
Hinterland,Simina Grigoriu,Project Boondocks EP,minimal-techno,0.733,0.867,3
Astral Dreams - Speakers Mix,Laurent Garnier,Shot in the Dark,minimal-techno,0.404,0.938,0
Dancing Days,Marco Carola,Apnea,minimal-techno,0.676,0.697,3
Satellite Snyper,Pantha Du Prince,Black Noise,minimal-techno,0.164,0.469,4
Terror Acid,Boston 168,Black Hole,minimal-techno,0.0421,0.995,0
Hype,Thomas Schumacher,Hype/Decipher,minimal-techno,0.493,0.947,0
Held,Kiasmos,Kiasmos,minimal-techno,0.37,0.297,4
Zora,Solomun,Zora,minimal-techno,0.0663,0.598,0
Feist,Thomas Schumacher,Crimson,minimal-techno,0.25,0.886,0
A Thousand Nights,Gregor Tresher,A Thousand Nights,minimal-techno,0.641,0.534,3
Freakzone,Daniel Steinberg,Freakzone,minimal-techno,0.705,0.922,3
Stay With Me,Amelie Lens,Stay With Me,minimal-techno,0.206,0.78,0
Caramel,Einmusik,Caramel,minimal-techno,0.412,0.699,0
Five/Four,Mark Broom,Five/Four EP,minimal-techno,0.105,0.867,0
Dark Side of My Room,Extrawelt,Schöne Neue Extrawelt,minimal-techno,0.161,0.425,4
The Bells,Jeff Mills,SIGHT SOUND AND SPACE,minimal-techno,0.772,0.995,3
In The Morning - Yubik Remix,Fritz Kalkbrenner;Yubik,In The Morning (Yubik Remix),minimal-techno,0.194,0.505,0
State Of Art - Ryan Elliott Dub,Marcel Dettmann;Ryan Elliott,The State of Art EP,minimal-techno,0.122,0.832,0
Planning,Marcel Dettmann,Translation,minimal-techno,0.458,0.687,0
Love Inc,Booka Shade,Eve,minimal-techno,0.119,0.736,0
Take A Ride (feat. Ginger) - Edit,Boris Brejcha;Ginger,Take A Ride (feat. Ginger) [Edit],minimal-techno,0.301,0.593,0
Lost In Dreams - Joyhauser Remix,Skober;Yan Oxygen;Joyhauser,Lost In Dreams,minimal-techno,0.379,0.989,0
Waiting For,Kolombo,Waiting For,minimal-techno,0.0776,0.591,0
Halo,Bjoern Torwellen,Who I Am,minimal-techno,0.0383,0.528,0
Joker,Gui Boratto,Abaporu,minimal-techno,0.0948,0.86,0
Gang Boy - Original Mix,Louie Cut,Gang Boy,minimal-techno,0.228,0.813,0
I Got What You Need,Kolombo,I Got What You Need,minimal-techno,0.651,0.783,3
Something Broke,Kolombo;Fedorovski,Kolombo Secret Weapons,minimal-techno,0.456,0.677,0
Oure Love,Torsten Kanzler,Bumm Bass Tick,minimal-techno,0.19,0.631,0
Rise Up,Mark Dekoda,Rise Up,minimal-techno,0.2,0.422,4
She,Joris Delacroix,Going Back,minimal-techno,0.677,0.621,3
Water,Oscar Mulero,Corpora Part III,minimal-techno,0.154,0.557,0
Aribaba - Original Mix,Daniel Steinberg,"Kittball Konspiracy, Vol. 2",minimal-techno,0.451,0.555,0
La Esquina,Loco Dice,7 Dunham Place,minimal-techno,0.649,0.745,3
