name,artist,tags,genre,valence,energy,danceability,acousticness,tempo,spotify_preview_url,spotify_id,tags_list,mood_tags,mood_text
One Kill Wonder,The Haunted,"metal, thrash_metal, melodic_death_metal",Metal,0.271,0.98,0.261,1.38e-06,107.373,https://p.scdn.co/mp3-preview/da555f1ace405016e0fb8672c8c94ff595ac527f?cid=774b29d4f13844c495f206cafdad9c86,1BjQxHJCwulPLN9xUVpAoY,"['metal', 'thrash_metal', 'melodic_death_metal']",[],
Human Guinea Pig,Suicidal Tendencies,"rock, metal, punk, heavy_metal, hardcore, thrash_metal",,0.349,0.932,0.287,0.00196,92.128,https://p.scdn.co/mp3-preview/bddefa22c94e8bf92727fcf6566661a1bcf41507?cid=774b29d4f13844c495f206cafdad9c86,0pIEqorXO5UvAQo0CSIVAx,"['rock', 'metal', 'punk', 'heavy_metal', 'hardcore', 'thrash_metal']",[],
No Truth,Atheist,"death_metal, thrash_metal, progressive_metal",,0.0453,0.968,0.167,8.5e-05,161.774,https://p.scdn.co/mp3-preview/7b153eea381b0f2fdd514e94df4b9a120051625e?cid=774b29d4f13844c495f206cafdad9c86,31A648k5AUfJzWVIbEpNHQ,"['death_metal', 'thrash_metal', 'progressive_metal']",[],
Hammer and Life,Exodus,thrash_metal,,0.471,0.976,0.466,0.000476,95.008,https://p.scdn.co/mp3-preview/be1888a82691cb2726195ee3de50737e487d1dac?cid=774b29d4f13844c495f206cafdad9c86,0DUC1XXZ0kNtXeizViExUZ,['thrash_metal'],[],
Darkbound,MyGrain,"thrash_metal, melodic_death_metal",,0.197,0.987,0.461,4.12e-06,108.109,https://p.scdn.co/mp3-preview/5f579ad5fd2e1286efe3c173d7ae9d3896d60d93?cid=774b29d4f13844c495f206cafdad9c86,0NaFxaTZo3hc350dowcFKu,"['thrash_metal', 'melodic_death_metal']",[],
"I Need Your Clothes, Your Boots, And Your Motorcycle",Austrian Death Machine,"metal, thrash_metal, metalcore, melodic_death_metal",,0.52,0.972,0.338,3.91e-05,90.937,https://p.scdn.co/mp3-preview/4dbf158dc4819f43c32fb1907ab41b7552a35404?cid=774b29d4f13844c495f206cafdad9c86,2QU5zb83bfsBlYRDLhmTsl,"['metal', 'thrash_metal', 'metalcore', 'melodic_death_metal']",[],
Fuel the Fire,Unearth,"metal, thrash_metal, metalcore",Metal,0.277,0.927,0.166,1.14e-05,89.214,https://p.scdn.co/mp3-preview/23efed1b8ca86afd107dc16b91e0c4b8e164af2e?cid=774b29d4f13844c495f206cafdad9c86,0LvPRN8l0a0qci6Geh47Dz,"['metal', 'thrash_metal', 'metalcore']",[],
Black to the Blind,Vader,"death_metal, thrash_metal",,0.274,0.984,0.503,6.31e-06,133.95,https://p.scdn.co/mp3-preview/9f2ec120614e094232fee45c78bc5edffbbba1da?cid=774b29d4f13844c495f206cafdad9c86,1XHtL2OLtoYmZu6822FqRA,"['death_metal', 'thrash_metal']",[],
Karma's Messenger,Exodus,thrash_metal,,0.328,0.955,0.398,3.37e-05,195.926,https://p.scdn.co/mp3-preview/f6fa6d16f4a023957782b1b5a0a55e37553eabe5?cid=774b29d4f13844c495f206cafdad9c86,0Dr6tWieJeJ1irEjWteIAv,['thrash_metal'],[],
Gotta Kill Captain Stupid,Suicidal Tendencies,"metal, punk, thrash_metal",,0.323,0.979,0.577,0.00277,106.887,https://p.scdn.co/mp3-preview/01b7148a562b2101c2a75dea22bb4985fb7e4f0a?cid=774b29d4f13844c495f206cafdad9c86,1dvS1XDuIgHYxPlmgLTvQJ,"['metal', 'punk', 'thrash_metal']",[],
The Treatment,Sepultura,"metal, thrash_metal",Metal,0.136,0.981,0.431,8.85e-06,99.551,https://p.scdn.co/mp3-preview/751388cb6d0d719e90dcf403df3677d40e891953?cid=774b29d4f13844c495f206cafdad9c86,0gMWXgPkZHGlfNxYNuG5I8,"['metal', 'thrash_metal']",[],
Welcome To The Machine,Shadows Fall,"metal, hard_rock, thrash_metal, metalcore, cover",Metal,0.154,0.659,0.385,0.0407,145.142,https://p.scdn.co/mp3-preview/157ea21f24e0f52fb4b982f68d7584f54aabc731?cid=774b29d4f13844c495f206cafdad9c86,013SKXFivOIlq3AqxQOEwj,"['metal', 'hard_rock', 'thrash_metal', 'metalcore', 'cover']",[],
Foreign Policy,Megadeth,"thrash_metal, cover",,0.159,0.992,0.532,7.48e-05,105.068,https://p.scdn.co/mp3-preview/79b93a39b4d8c75480047439f9821b6b29bb9f99?cid=774b29d4f13844c495f206cafdad9c86,2Wx21uA2hm5dX5KGJEOthZ,"['thrash_metal', 'cover']",[],
The Architects,At the Gates,"death_metal, thrash_metal, melodic_death_metal",Metal,0.153,0.948,0.244,3.48e-06,141.638,https://p.scdn.co/mp3-preview/cb9efa62f67408e022b650b555e8c34863edd444?cid=774b29d4f13844c495f206cafdad9c86,0zfw3Ku05KiL1058oQbd5P,"['death_metal', 'thrash_metal', 'melodic_death_metal']",[],
The Garden Of Bleeding,Exodus,thrash_metal,,0.299,0.966,0.619,4.68e-05,102.542,https://p.scdn.co/mp3-preview/0e772fec52e65e6a986a8d42b7b57e8d9ce7c4e3?cid=774b29d4f13844c495f206cafdad9c86,5krtq1DtJj0KVt0y1CAdX2,['thrash_metal'],[],
All Play Dead,Nevermore,"thrash_metal, progressive_metal, power_metal",Metal,0.232,0.897,0.495,1.74e-05,128.083,https://p.scdn.co/mp3-preview/91cbe725d61b964df651ede953f34d1abf925dee?cid=774b29d4f13844c495f206cafdad9c86,2vr8kglhm7fMGkjFn8V8uT,"['thrash_metal', 'progressive_metal', 'power_metal']",[],
Kill as One,Death Angel,thrash_metal,,0.396,0.983,0.344,2.18e-05,102.711,https://p.scdn.co/mp3-preview/c8a6ec0ff04a270217bfa7cb31249b0b20f5e703?cid=774b29d4f13844c495f206cafdad9c86,3U7bYEYs8GEAh2yyyhErly,['thrash_metal'],[],
No More Will,Nevermore,"heavy_metal, thrash_metal, progressive_metal, power_metal",Metal,0.35,0.875,0.475,1.04e-05,115.96,https://p.scdn.co/mp3-preview/36368d3864ebc49832ad072d566c93d089bfefaf?cid=774b29d4f13844c495f206cafdad9c86,4OpEYpllWKQnKX5RuOknbX,"['heavy_metal', 'thrash_metal', 'progressive_metal', 'power_metal']",[],
Chosen Few,Kreator,"thrash_metal, german, gothic_metal",Electronic,0.252,0.889,0.532,0.000615,120.036,https://p.scdn.co/mp3-preview/fa8419e602b2f2030b64fc202e8a27f1c7159ea6?cid=774b29d4f13844c495f206cafdad9c86,1fy4y2nhWaVd6vhkTtAaIu,"['thrash_metal', 'german', 'gothic_metal']",[],
This Sacrament,Nevermore,"metal, heavy_metal, thrash_metal, progressive_metal, power_metal",Metal,0.214,0.975,0.32,1.21e-06,127.946,https://p.scdn.co/mp3-preview/13f0e3577e6830c01b3fbe3586bd3535191538c7?cid=774b29d4f13844c495f206cafdad9c86,0XOemBqNj95NhICIzmQnNx,"['metal', 'heavy_metal', 'thrash_metal', 'progressive_metal', 'power_metal']",[],
A Fire In Babylon,Shadows Fall,"metal, thrash_metal, metalcore, melodic_death_metal",Metal,0.25,0.95,0.317,0.00355,167.965,https://p.scdn.co/mp3-preview/2dce2b992542faf465ec6e803ebdb5731033b463?cid=774b29d4f13844c495f206cafdad9c86,3bVnUkLICTYA3B7RqcIaJi,"['metal', 'thrash_metal', 'metalcore', 'melodic_death_metal']",[],
Ludwig Van,Sepultura,"instrumental, thrash_metal, symphonic_metal",Metal,0.386,0.303,0.282,0.229,160.705,https://p.scdn.co/mp3-preview/ab04bcc6d3100ec6fffcc84971ad8a77283bf183?cid=774b29d4f13844c495f206cafdad9c86,1GGT3ZK2jnDDRc0B6r4mn8,"['instrumental', 'thrash_metal', 'symphonic_metal']",[],
Mind on Fire,Kreator,thrash_metal,,0.329,0.988,0.472,0.000342,141.936,https://p.scdn.co/mp3-preview/2dea689336ee07239fcc25236f6848b97ac127ea?cid=774b29d4f13844c495f206cafdad9c86,0W9VSvMErl9lV2rsn0ygsA,['thrash_metal'],[],
Drunk As Shit,Municipal Waste,thrash_metal,Rock,0.454,0.905,0.312,4.01e-05,101.655,https://p.scdn.co/mp3-preview/4fc952f80514ac68881dc59506795c8c86febb1e?cid=774b29d4f13844c495f206cafdad9c86,2450qdLjnPwFcX2JEtpNOc,['thrash_metal'],[],
Fractal Light,Vader,"death_metal, thrash_metal",,0.238,0.987,0.471,3.19e-06,135.064,https://p.scdn.co/mp3-preview/56596f6c7a8d140a7b0a32541bb06b64c9c38b7a?cid=774b29d4f13844c495f206cafdad9c86,0dXiEnaLkZzM66PIq7Hcz8,"['death_metal', 'thrash_metal']",[],
Lumps,Chimaira,"thrash_metal, metalcore, nu_metal",,0.182,0.993,0.239,4.98e-05,181.66,https://p.scdn.co/mp3-preview/7da10ddbf2d7ad2428fee1bf1a9461054a6a93e1?cid=774b29d4f13844c495f206cafdad9c86,0W2OhWBuYWervErzVoNj2j,"['thrash_metal', 'metalcore', 'nu_metal']",[],
Snap,D.R.I.,"punk, thrash_metal",,0.629,0.788,0.292,9.08e-06,102.261,https://p.scdn.co/mp3-preview/479a9510f63a057ac212db3fe246967a8d7f2462?cid=774b29d4f13844c495f206cafdad9c86,3auA3alzi9YBSJkiueZuy2,"['punk', 'thrash_metal']",[],
Bullets Are Blind,Kalmah,"thrash_metal, melodic_death_metal, power_metal",,0.337,0.986,0.229,3.94e-06,200.126,https://p.scdn.co/mp3-preview/8ce9366373d06207de35b5755fdf2bb2659cfb3d?cid=774b29d4f13844c495f206cafdad9c86,09uTpkMJNdukanhNAZPuOR,"['thrash_metal', 'melodic_death_metal', 'power_metal']",[],
Little Boy,Sodom,thrash_metal,,0.319,0.956,0.443,3.45e-06,97.987,https://p.scdn.co/mp3-preview/bd1382cbc77dc0ab9852b8ad53ab47f08f65f7a6?cid=774b29d4f13844c495f206cafdad9c86,3fXMYoOTGdZNEEUT60ullL,['thrash_metal'],[],
Beyond the Pale,Exodus,thrash_metal,,0.358,0.99,0.498,0.00026,107.465,https://p.scdn.co/mp3-preview/7fad89787705b8a951fae3f8c83736d05936a1fb?cid=774b29d4f13844c495f206cafdad9c86,1vKRrlBfhwWgMjFRr7eA2U,['thrash_metal'],[],
Horrorscope,Overkill,thrash_metal,,0.448,0.889,0.392,0.00305,98.918,https://p.scdn.co/mp3-preview/1f19a0bc857ab63d22174566f5c83abfed8ee219?cid=774b29d4f13844c495f206cafdad9c86,2LHUk7cFS1rdtxDNWU7bDD,['thrash_metal'],[],
Wolves of Chernobyl,Municipal Waste,thrash_metal,,0.419,0.991,0.21,0.00419,199.614,https://p.scdn.co/mp3-preview/97ca087a3152d479631debd624420e25d4734a50?cid=774b29d4f13844c495f206cafdad9c86,24Sg3r8odAB1MlhS8tzXam,['thrash_metal'],[],
Under the Surface,The Haunted,"thrash_metal, melodic_death_metal",Rock,0.309,0.976,0.256,1.04e-05,140.175,https://p.scdn.co/mp3-preview/1cec646c94fe4f57174769863ac1ed9741add7aa?cid=774b29d4f13844c495f206cafdad9c86,0cUXR7p8yeeeYto2wr0qam,"['thrash_metal', 'melodic_death_metal']",[],
Silencer,The Haunted,"death_metal, thrash_metal, melodic_death_metal",,0.433,0.989,0.462,5.53e-06,109.799,https://p.scdn.co/mp3-preview/bae8619127c04dee8579db74cec6fb885b5988e7?cid=774b29d4f13844c495f206cafdad9c86,0gNUxAHFSfoZ0CWftp6TNR,"['death_metal', 'thrash_metal', 'melodic_death_metal']",[],
Mech-Cannibal,Municipal Waste,"metal, hardcore, thrash_metal",,0.481,0.989,0.434,0.00324,103.889,https://p.scdn.co/mp3-preview/cf5677ca5d011e14a8ad6a6edad13467320a15cc?cid=774b29d4f13844c495f206cafdad9c86,0OrqCASH4XfuWOWLtWRF71,"['metal', 'hardcore', 'thrash_metal']",[],
No Name,Kittie,"metal, thrash_metal, metalcore",,0.771,0.974,0.216,4.17e-06,157.075,https://p.scdn.co/mp3-preview/0160f2403f0ce76a9773364217ce938130fc3b54?cid=774b29d4f13844c495f206cafdad9c86,48aNj5DUHg9G8ZgOUfhaQK,"['metal', 'thrash_metal', 'metalcore']",[],
Doing Fine,The Heavy,"rock, indie, hard_rock, british, soul, blues, thrash_metal, male_vocalists, mellow, lounge, blues_rock",,0.488,0.545,0.641,0.191,121.402,https://p.scdn.co/mp3-preview/94c580ad79829f5b2491f579c11080c77e587d93?cid=774b29d4f13844c495f206cafdad9c86,48LoUKHNyedgCfc2YhdJ2B,"['rock', 'indie', 'hard_rock', 'british', 'soul', 'blues', 'thrash_metal', 'male_vocalists', 'mellow', 'lounge', 'blues_rock']",['mellow'],mellow
Impending Doom,Chimaira,"metal, thrash_metal, metalcore, doom_metal",,0.042,0.791,0.352,0.000981,120.119,https://p.scdn.co/mp3-preview/6e0a266719034a93089bc06e8740bdcce712e566?cid=774b29d4f13844c495f206cafdad9c86,0bAbzQQcGaPZnP2jfVCvL3,"['metal', 'thrash_metal', 'metalcore', 'doom_metal']",[],
Future Shock,Toxic Holocaust,thrash_metal,,0.827,0.905,0.459,4.06e-05,97.286,https://p.scdn.co/mp3-preview/43a0e87d27699d44a283625604e703ca901ddac2?cid=774b29d4f13844c495f206cafdad9c86,08RofsouE0LCGiyqDyRMn6,['thrash_metal'],[],
The Blackest Crow,Megadeth,thrash_metal,,0.252,0.839,0.485,0.000714,102.072,https://p.scdn.co/mp3-preview/b6f237211e7b3e78236ee2f5f8c7aff526a3b9b7?cid=774b29d4f13844c495f206cafdad9c86,1344ULDX1kaeG0NdobPkZR,['thrash_metal'],[],
Whose Fist Is This Anyway?,Prong,"metal, thrash_metal",Metal,0.662,0.942,0.596,0.000185,139.809,https://p.scdn.co/mp3-preview/0d74f7bfd934d90c9b7aef805f40427a76f0cd38?cid=774b29d4f13844c495f206cafdad9c86,058hRpj21ZqE5AhKPnI56R,"['metal', 'thrash_metal']",[],
Verbal Abuse/Leeches,Slayer,thrash_metal,Metal,0.362,0.992,0.347,1.43e-05,111.962,https://p.scdn.co/mp3-preview/9406ebfad206d71f566f7dddee1fb4bacbe38ab0?cid=774b29d4f13844c495f206cafdad9c86,0ZpnfoOiElxMGkFxPCNqxR,['thrash_metal'],[],
Forget To Remember,Megadeth,thrash_metal,,0.489,0.924,0.504,3.79e-05,128.031,https://p.scdn.co/mp3-preview/dd9124a851babfea6a640f130ba2526a628cdd4a?cid=774b29d4f13844c495f206cafdad9c86,0KcUutLWWtmyEUcqvD2v9r,['thrash_metal'],[],
Filler/I Don't Want To Hear It,Slayer,"metal, punk, thrash_metal, cover",,0.107,0.996,0.373,0.000143,107.961,https://p.scdn.co/mp3-preview/d33955fb15f77c500ecad907157411f789d82440?cid=774b29d4f13844c495f206cafdad9c86,17AxyTL2GHYEpX0oOFiQsv,"['metal', 'punk', 'thrash_metal', 'cover']",[],
No Escape,Kreator,thrash_metal,,0.274,0.953,0.287,1.71e-05,112.372,https://p.scdn.co/mp3-preview/ffd4a93f463a943048e8f9dfde4a68067c626ec2?cid=774b29d4f13844c495f206cafdad9c86,0jgvySvQaT3RISYnT2Hsti,['thrash_metal'],[],
Flight,Neurosis,thrash_metal,New Age,0.044,0.562,0.215,0.00193,125.263,https://p.scdn.co/mp3-preview/e07ac447fd3fb40b70b1affb91db846917735d52?cid=774b29d4f13844c495f206cafdad9c86,01CNZIR5wCELFN7zvo4qDW,['thrash_metal'],[],
Dance Of The Dead,Corrosion of Conformity,"metal, hard_rock, heavy_metal, thrash_metal",,0.536,0.913,0.335,0.00817,90.383,https://p.scdn.co/mp3-preview/a4e8e3788402c61dde17e3131b15ae1d77ad7f1e?cid=774b29d4f13844c495f206cafdad9c86,6K0Av403T8gWOHLJGsw1vw,"['metal', 'hard_rock', 'heavy_metal', 'thrash_metal']",[],
A.D.D. (Attention Deficit Destroyer),Municipal Waste,"metal, thrash_metal",,0.405,0.997,0.331,0.000712,101.715,https://p.scdn.co/mp3-preview/e3d090b03ba461fe4af52c2f99feffcdcb9d5f5a?cid=774b29d4f13844c495f206cafdad9c86,1Xn1zMrFeK3FEiwnbWDjrt,"['metal', 'thrash_metal']",[],
Be All End All,Anthrax,thrash_metal,Metal,0.105,0.987,0.361,4.57e-06,99.827,https://p.scdn.co/mp3-preview/8687e6285150f1a40f9a0853ee5e27b6cea65fa3?cid=774b29d4f13844c495f206cafdad9c86,2vM3lDu1KppSivem2nLcpN,['thrash_metal'],[],
Whatever It May Take,Kreator,thrash_metal,,0.388,0.87,0.413,6.63e-05,137.279,https://p.scdn.co/mp3-preview/9e7ead7bc72737e0970d39dbc1a05dd41a96b557?cid=774b29d4f13844c495f206cafdad9c86,1R8NMkL1pKYQ4GbLfQis4P,['thrash_metal'],[],
Lethal Injection,Soulfly,"thrash_metal, nu_metal",,0.319,0.942,0.456,0.000783,95.305,https://p.scdn.co/mp3-preview/32d5f06fd2e70ced3ebd1fa1313c834e468677e3?cid=774b29d4f13844c495f206cafdad9c86,2hkRmBZEyrEtjEzgJjdUOd,"['thrash_metal', 'nu_metal']",[],
Any Place But Here,Anthrax,"metal, heavy_metal, thrash_metal",Metal,0.335,0.942,0.523,0.000139,142.89,https://p.scdn.co/mp3-preview/58c8d35b101fdd04e700d668cc5bc7379e19cb5b?cid=774b29d4f13844c495f206cafdad9c86,1c32B2888cAEIjrHXuiTSB,"['metal', 'heavy_metal', 'thrash_metal']",[],
Kingdom Of Heartache,Chimaira,"thrash_metal, metalcore",Metal,0.149,0.973,0.435,0.00129,179.934,https://p.scdn.co/mp3-preview/9ca817ac2ad6c14f4cb942fca181becbf3707b2c?cid=774b29d4f13844c495f206cafdad9c86,1tdfcZIyCLIqlAKnr1xmyQ,"['thrash_metal', 'metalcore']",[],
High Rate Extinction,Crowbar,"metal, thrash_metal, doom_metal",Metal,0.482,0.89,0.503,0.00382,133.232,https://p.scdn.co/mp3-preview/2c512c4e46ed86b0a16a5ccc04895f13f7183273?cid=774b29d4f13844c495f206cafdad9c86,2EWp20533vkTT8MklVgmjC,"['metal', 'thrash_metal', 'doom_metal']",[],
Mutants Of War,Municipal Waste,thrash_metal,Rock,0.169,0.994,0.426,8.18e-05,104.643,https://p.scdn.co/mp3-preview/50cb04338c3de79176564faa9ad10e182ce02025?cid=774b29d4f13844c495f206cafdad9c86,4tU2BuIOTv2ROj07iX5GDZ,['thrash_metal'],[],
Human Debris,The Haunted,"death_metal, thrash_metal, melodic_death_metal",Metal,0.444,0.992,0.479,8.79e-06,104.444,https://p.scdn.co/mp3-preview/68c6a24efb0d6b0f2dbdfea859be72066edebcd6?cid=774b29d4f13844c495f206cafdad9c86,0m3UuCA0hUqKbTGbu6Meby,"['death_metal', 'thrash_metal', 'melodic_death_metal']",[],
Eyes and Teeth,High on Fire,"metal, thrash_metal, doom_metal",Metal,0.0707,0.792,0.256,0.0565,149.859,https://p.scdn.co/mp3-preview/8b97f8bdfb0e40ca0dee821e36d0a7b0f72f7671?cid=774b29d4f13844c495f206cafdad9c86,0zTbRrGIxrnFUmWGSEzHRC,"['metal', 'thrash_metal', 'doom_metal']",[],
"Yesterday, Today, Tomorrow",Black Label Society,"metal, hard_rock, heavy_metal, thrash_metal",,0.122,0.339,0.561,0.744,66.915,https://p.scdn.co/mp3-preview/617591d887f6df13e6575a2d242ec279062aa041?cid=774b29d4f13844c495f206cafdad9c86,0btGhs6s9WPk5yUXqz9Wfx,"['metal', 'hard_rock', 'heavy_metal', 'thrash_metal']",[],
Hearing Voices,Suicidal Tendencies,"metal, thrash_metal, nu_metal",Rock,0.682,0.9,0.354,0.00254,98.297,https://p.scdn.co/mp3-preview/141567b60cf0bd5f9ac0af9d3eee793efe5c847a?cid=774b29d4f13844c495f206cafdad9c86,1nNzf8CEvydcXfJFUCqYhu,"['metal', 'thrash_metal', 'nu_metal']",[],
Leader,Sick of It All,"hardcore, thrash_metal",,0.17,0.996,0.368,1.46e-05,119.242,https://p.scdn.co/mp3-preview/4160893a091b8136b440e8ae81457f28faa1930b?cid=774b29d4f13844c495f206cafdad9c86,01Jn8ntpUSSU4xZGuBnOvr,"['hardcore', 'thrash_metal']",[],
Holy Shadows,Edguy,"heavy_metal, thrash_metal, power_metal",,0.582,0.923,0.511,4.31e-05,129.95,https://p.scdn.co/mp3-preview/f33a98f2e4ac59993d9b2fa60182aa9811c1d90e?cid=774b29d4f13844c495f206cafdad9c86,3xys0gsA2sCoaodEH4jto2,"['heavy_metal', 'thrash_metal', 'power_metal']",[],
So You Know,InMe,"rock, thrash_metal",,0.443,0.873,0.282,0.00154,98.344,https://p.scdn.co/mp3-preview/22fc36e458913bb4d484fee91fed7b237d09cbec?cid=774b29d4f13844c495f206cafdad9c86,4u3Dx6bHWKJtta99GyR9Zj,"['rock', 'thrash_metal']",[],
Nostrovia,Testament,thrash_metal,,0.483,0.735,0.51,6.29e-06,108.169,https://p.scdn.co/mp3-preview/ca02cfec4b1154d1c60b658fe6df3c7bef070abd?cid=774b29d4f13844c495f206cafdad9c86,0YVDEKf23Le791HkWx3RoK,['thrash_metal'],[],
Wrong Answer,Municipal Waste,thrash_metal,Rock,0.569,0.991,0.331,0.00251,109.269,https://p.scdn.co/mp3-preview/ffa54547df53563900105d5dc9a98441e82d2841?cid=774b29d4f13844c495f206cafdad9c86,2obegqHnp7wFThlqbmj76d,['thrash_metal'],[],
Speedwolf,High on Fire,"metal, thrash_metal, doom_metal",Metal,0.232,0.868,0.0952,3.22e-06,88.24,https://p.scdn.co/mp3-preview/d76bf6101c684dcc1acc7df794565414cd2e942b?cid=774b29d4f13844c495f206cafdad9c86,2ZL68fnJOIMNLqea9KeyKm,"['metal', 'thrash_metal', 'doom_metal']",[],
Shadowland,Kreator,thrash_metal,,0.0848,0.962,0.474,8.58e-06,135.011,https://p.scdn.co/mp3-preview/20a48377c522e05ee204d001dedeb49914e27373?cid=774b29d4f13844c495f206cafdad9c86,18jaVqg36LSnjPe6QlnPrF,['thrash_metal'],[],
Strangulated Pride,Destruction,thrash_metal,,0.322,0.994,0.383,1.7e-05,97.607,https://p.scdn.co/mp3-preview/8e189ec7a4d029e46fc80fe98ea44f081c58351b?cid=774b29d4f13844c495f206cafdad9c86,144xHScCtYYD3b0rbMZDUH,['thrash_metal'],[],
Self Preservation,Modern Life Is War,"hardcore, thrash_metal",,0.0833,0.961,0.262,8.22e-05,91.297,https://p.scdn.co/mp3-preview/914f0a21eeb1ff0a1876b863bc27ae6787678d6a?cid=774b29d4f13844c495f206cafdad9c86,7ISPpJ3SmxLV5DFTnYQdBO,"['hardcore', 'thrash_metal']",[],
The Idiot Box,Shadows Fall,"metal, thrash_metal, metalcore",,0.329,0.949,0.505,0.00347,91.476,https://p.scdn.co/mp3-preview/c79139aba7ad4839b7a55188ae27b093028fb99d?cid=774b29d4f13844c495f206cafdad9c86,2ST6mL0JuiHFlsm6q5ArYx,"['metal', 'thrash_metal', 'metalcore']",[],
Saga,Sepultura,"metal, heavy_metal, thrash_metal, gothic_metal",,0.0385,0.897,0.372,0.000341,130.129,https://p.scdn.co/mp3-preview/08b006fda823557b7bdf7d6561342f2e3c00bcb5?cid=774b29d4f13844c495f206cafdad9c86,7KeuEDdxOUpKj1TkzyLvSG,"['metal', 'heavy_metal', 'thrash_metal', 'gothic_metal']",[],
War Game,Toxic Holocaust,"metal, thrash_metal",,0.645,0.915,0.242,1.61e-05,98.431,https://p.scdn.co/mp3-preview/ce7443bb3d77e285b013b7119c95902d0ea59bcb?cid=774b29d4f13844c495f206cafdad9c86,6h75V81M9d8MPBgOmEcJGK,"['metal', 'thrash_metal']",[],
Catharsis,Machine Head,thrash_metal,,0.0733,0.963,0.176,0.0057,156.975,https://p.scdn.co/mp3-preview/31f5387a10b84e9cde69919eccf0019bec5c4285?cid=774b29d4f13844c495f206cafdad9c86,4mqZjENyowSXJE5bOslilq,['thrash_metal'],[],
Glass Walls of Limbo (dance mix),Type O Negative,"metal, instrumental, thrash_metal, doom_metal, gothic_metal, gothic",,0.0909,0.243,0.192,0.906,127.89,https://p.scdn.co/mp3-preview/b0c41b4fc36dbad37aa301aa2119fa1545fb2794?cid=774b29d4f13844c495f206cafdad9c86,1LrF1PRfDYlTeE5sOD2j8f,"['metal', 'instrumental', 'thrash_metal', 'doom_metal', 'gothic_metal', 'gothic']",[],
Substitute Creature,Municipal Waste,"metal, punk, thrash_metal",Rock,0.431,0.989,0.327,0.000787,146.734,https://p.scdn.co/mp3-preview/87acd9e689cff72de19ef12550661deedfa8fe14?cid=774b29d4f13844c495f206cafdad9c86,7l6cL3QO5jl8SneH9VJzYY,"['metal', 'punk', 'thrash_metal']",[],
King Size,Anthrax,thrash_metal,Rap,0.182,0.961,0.296,4.08e-05,85.591,https://p.scdn.co/mp3-preview/c499c7fd93ddaff266d5d38e99fc2c3f28def409?cid=774b29d4f13844c495f206cafdad9c86,0dPW5kuvyLfIt8hbO8mBan,['thrash_metal'],[],
Enough Said,Sepultura,"metal, thrash_metal",Metal,0.275,0.989,0.413,5.41e-06,95.904,https://p.scdn.co/mp3-preview/ebbd3d73d91f0505bd30fe3d6a11e2f517cfdab2?cid=774b29d4f13844c495f206cafdad9c86,2ZOWwNppR25Gf1D3bMQhcE,"['metal', 'thrash_metal']",[],
"Here Is Subzero, Now Plain Zero",Austrian Death Machine,"thrash_metal, metalcore",Metal,0.625,0.975,0.216,6.03e-05,93.936,https://p.scdn.co/mp3-preview/b22174bcb7abc5bb6f0c45abfd0d3bb2b5222b88?cid=774b29d4f13844c495f206cafdad9c86,1gf0ERUtn9VsHoHFZREWUU,"['thrash_metal', 'metalcore']",[],
Opiate of the Masses,Heathen,thrash_metal,,0.358,0.865,0.225,6.05e-05,169.198,https://p.scdn.co/mp3-preview/803c41e71f5b6682c2c01123bf0d5783e5f536ad?cid=774b29d4f13844c495f206cafdad9c86,5m1hSqJJripwotRTND65eA,['thrash_metal'],[],
Death Squad,Sacred Reich,thrash_metal,,0.444,0.982,0.232,1.38e-05,152.661,https://p.scdn.co/mp3-preview/bce0a3f533e35afac09d4b2ef837912d0212f346?cid=774b29d4f13844c495f206cafdad9c86,0TCz8hjYo0LC8qSR1r0Nqp,['thrash_metal'],[],
It's Not A Tumor,Austrian Death Machine,"metal, thrash_metal, metalcore",Metal,0.279,0.883,0.347,5.88e-05,184.748,https://p.scdn.co/mp3-preview/be615cedc6a8b2291b13994561588bccf1adff53?cid=774b29d4f13844c495f206cafdad9c86,0oYqC6gdX0siRZotAzV3By,"['metal', 'thrash_metal', 'metalcore']",[],
In Sorrow We Trust,Diablo,"thrash_metal, melodic_death_metal",Metal,0.27,0.907,0.498,8.69e-06,105.021,https://p.scdn.co/mp3-preview/3fbbe857ef3cfa270fd2dea9b46e9b62ccd004cb?cid=774b29d4f13844c495f206cafdad9c86,1kEhHWygZXpG7D11glw722,"['thrash_metal', 'melodic_death_metal']",[],
Through The Horned Gate,3 Inches of Blood,"instrumental, heavy_metal, thrash_metal, power_metal",,0.245,0.767,0.375,7.42e-06,115.115,https://p.scdn.co/mp3-preview/e35c0a925807456fd63ff885c31c09984c77236b?cid=774b29d4f13844c495f206cafdad9c86,3sAT7tnIQlSsty8w0BSAyZ,"['instrumental', 'heavy_metal', 'thrash_metal', 'power_metal']",[],
Zombie Attack,Tankard,thrash_metal,Metal,0.126,0.99,0.3,1.92e-05,175.888,https://p.scdn.co/mp3-preview/d03e2ce6944040bb0519ecf450f6af076f580609?cid=774b29d4f13844c495f206cafdad9c86,1gKY7wKYn2ohzJwVAwtCSe,['thrash_metal'],[],
Knife Fight,Municipal Waste,"metal, punk, thrash_metal",Rock,0.212,0.972,0.344,0.00013,112.92,https://p.scdn.co/mp3-preview/737dca11a48ce414da51ed8a359141270f60c0f6?cid=774b29d4f13844c495f206cafdad9c86,4S9vxQ6dp8x1oUVpd2EARJ,"['metal', 'punk', 'thrash_metal']",[],
